DiseaseID	Score
616006	3.54659829767469e-06
610954	3.53130413552363e-06
159555	3.51942596908789e-06
615978	3.51705992745113e-06
615458	3.49693962755919e-06
601977	3.49611743433461e-06
603813	3.48104239292115e-06
614253	3.45836960108709e-06
166750	3.442880549065e-06
608600	3.43718819885422e-06
610829	3.42292258480221e-06
611553	3.42279847394971e-06
601803	3.40843914876486e-06
176920	3.39770102107505e-06
557000	3.36026266656682e-06
107250	3.35668987800066e-06
144120	3.35354830738267e-06
265850	3.32707630494857e-06
614940	3.32101278052601e-06
614941	3.32101278052601e-06
156250	3.3188108298399e-06
615668	3.28831597496736e-06
300009	3.28012775328434e-06
613823	3.26538529642082e-06
614290	3.26194097762261e-06
607107	3.26127902876148e-06
308300	3.2597612447446e-06
614202	3.25003757837974e-06
616602	3.21812678021502e-06
615916	3.21523318378891e-06
129550	3.19336162709524e-06
280000	3.18288879105602e-06
616095	3.17834901861615e-06
603965	3.17672782745068e-06
167800	3.17278058784842e-06
253200	3.15050359651049e-06
193400	3.13545282664887e-06
249230	3.12799621638097e-06
609579	3.11749798160452e-06
300448	3.11603103346452e-06
235500	3.11126515806352e-06
613554	3.10155655075221e-06
155755	3.04380047025841e-06
615830	3.04118333804664e-06
137245	3.00841720382683e-06
208900	3.00169801766764e-06
215140	2.99955968554786e-06
144400	2.98882996576345e-06
309350	2.98689854773642e-06
114890	2.96722378398148e-06
613347	2.95905798584782e-06
209950	2.95536234630514e-06
305600	2.95340506447735e-06
600541	2.95114869433176e-06
181500	2.93376605496841e-06
144300	2.93236368372762e-06
277460	2.92632276626134e-06
133750	2.92009983147305e-06
602247	2.9171209379491e-06
216920	2.91619373398257e-06
219900	2.91164067715727e-06
308500	2.87747159426686e-06
245660	2.87040106280593e-06
611943	2.85549732109125e-06
615961	2.84786915441769e-06
608154	2.83037578984761e-06
131100	2.81897538269433e-06
179820	2.81681066428252e-06
609812	2.81411587277033e-06
123500	2.81053483261725e-06
615368	2.79549292847007e-06
613174	2.79054306370103e-06
614699	2.77359837842565e-06
606482	2.74645104896436e-06
616032	2.74537653418318e-06
191150	2.73722599619943e-06
114620	2.73250791565291e-06
268850	2.72636054329672e-06
606719	2.72276688174764e-06
122470	2.71412565975212e-06
610883	2.71278021685611e-06
245480	2.71093389806956e-06
616482	2.70467961097507e-06
612289	2.6914058304838e-06
104530	2.67939695705846e-06
301000	2.67833132244749e-06
259610	2.66893107438797e-06
131800	2.66450187084651e-06
129850	2.6563751859055e-06
308960	2.65563300388252e-06
233690	2.65093294233273e-06
167755	2.64935833045844e-06
229850	2.64420130863669e-06
260400	2.63288388724058e-06
167770	2.62649438810177e-06
314200	2.61750072757518e-06
614893	2.61459945245776e-06
615483	2.61118898769106e-06
182280	2.60953872751053e-06
614327	2.60483790435735e-06
611091	2.60222772771129e-06
218600	2.59575065641886e-06
155601	2.59218110576652e-06
263650	2.58490509667986e-06
614814	2.58350902437272e-06
128235	2.57534992171496e-06
235900	2.57527757053799e-06
614820	2.56797245134322e-06
137100	2.56669546239915e-06
247200	2.56576576819937e-06
605724	2.56311378584547e-06
614078	2.56044564178478e-06
200900	2.55894866427133e-06
178500	2.55310656315661e-06
612917	2.54481020573152e-06
611174	2.53859229667699e-06
111620	2.53209495440885e-06
615767	2.53119017517832e-06
245590	2.52597180094678e-06
601200	2.51333332004444e-06
300166	2.51283828239844e-06
150550	2.49831046186461e-06
614165	2.49219780165612e-06
601410	2.48759598041724e-06
600670	2.48194186068578e-06
162240	2.48076172092828e-06
201000	2.47123327758969e-06
601338	2.47022932125902e-06
300310	2.46110659349812e-06
607014	2.45784439014029e-06
278250	2.45623857536156e-06
153670	2.4533532744279e-06
244460	2.45068369432675e-06
615109	2.44892137799038e-06
222100	2.4411533638207e-06
156200	2.44015902540921e-06
130000	2.43533522878009e-06
250215	2.43125716675627e-06
300431	2.42433442925346e-06
191830	2.41978072634237e-06
614753	2.41722443481393e-06
258850	2.40501078700565e-06
616449	2.38268705512771e-06
603463	2.3705118431658e-06
201050	2.37043418560956e-06
134750	2.36893089120211e-06
612158	2.35772275216753e-06
607485	2.35020000500657e-06
613706	2.32863341236636e-06
115645	2.32447933280175e-06
605462	2.31892499373768e-06
218650	2.313322773686e-06
601367	2.31288603170744e-06
260100	2.30657619199468e-06
155950	2.30655332131808e-06
162100	2.30288100775672e-06
616260	2.29796397093197e-06
601626	2.28998623530473e-06
607907	2.28543068289837e-06
614470	2.27987275962406e-06
254600	2.27724223493046e-06
173100	2.2662197889265e-06
277740	2.25197506578605e-06
120050	2.24458661657665e-06
118400	2.24281036336582e-06
300602	2.23977762359455e-06
164400	2.22722717667797e-06
212720	2.21613387965144e-06
144700	2.20297396358886e-06
612781	2.20248687877375e-06
256040	2.19889912896542e-06
175020	2.19352604675634e-06
244450	2.18734478085513e-06
272700	2.1751115790966e-06
313500	2.17248473864519e-06
300472	2.16986819665276e-06
228520	2.14882342812215e-06
265200	2.14675002975573e-06
110150	2.1457209202268e-06
133540	2.14202976783393e-06
610021	2.13867521058464e-06
615866	2.137659911009e-06
192200	2.13222430440302e-06
613002	2.12723743200956e-06
616176	2.1213232972013e-06
245150	2.11557733435216e-06
265000	2.11303130725646e-06
262650	2.11182693629738e-06
203550	2.10921057122335e-06
216330	2.10618883092535e-06
611603	2.09499111918091e-06
177820	2.09297196042887e-06
248770	2.0910053837282e-06
608578	2.09067741663039e-06
608233	2.08814663366934e-06
262600	2.08510364387264e-06
155600	2.07451145057297e-06
130070	2.0609798701306e-06
266265	2.0608125379143e-06
613652	2.04944334538285e-06
300352	2.04723592380602e-06
607271	2.04594536765764e-06
613707	2.0418239168524e-06
300421	2.03947524202751e-06
616579	2.03563192137089e-06
300676	2.03384599585655e-06
616263	2.0311868861735e-06
613849	2.02715985365289e-06
272430	2.02436492088689e-06
229120	2.01819595479319e-06
612394	2.01493845222758e-06
302060	2.0142663156277e-06
101120	2.01150294242842e-06
221950	2.00947625160052e-06
101200	2.00167678555003e-06
609945	2.00162289810632e-06
210710	1.99406643821549e-06
169550	1.99215950474437e-06
616202	1.98858936012668e-06
258660	1.97844637396233e-06
601976	1.97743348610533e-06
616373	1.97316187482534e-06
187300	1.97127998975086e-06
615761	1.96366525637295e-06
274190	1.95825477321531e-06
247800	1.95770364424291e-06
601370	1.95621087888339e-06
600775	1.95352284377238e-06
273050	1.94953138680503e-06
310468	1.94721262696153e-06
600991	1.94146616722155e-06
612225	1.94140013627813e-06
612921	1.94064829282392e-06
110700	1.9361354208372e-06
300148	1.93518982176494e-06
226850	1.93518389687809e-06
600092	1.92387172370549e-06
614205	1.92349373847145e-06
182212	1.92283473058163e-06
600457	1.91989034590824e-06
300232	1.91898584129222e-06
217150	1.91561099881048e-06
253320	1.91514753687812e-06
274000	1.91438736752393e-06
300471	1.91373763963599e-06
609942	1.90441363181558e-06
605911	1.9039341487895e-06
603438	1.90219186370689e-06
266910	1.89794060148824e-06
308990	1.89643197199905e-06
606240	1.89245569264703e-06
609054	1.89189980898396e-06
308050	1.8871338231584e-06
300087	1.88423884774719e-06
240600	1.88276725724964e-06
255995	1.88183369397341e-06
613375	1.88096071559385e-06
259250	1.87414120175684e-06
312870	1.8735481330658e-06
300004	1.87214907999254e-06
273750	1.87173369966986e-06
615834	1.86471446929295e-06
151430	1.86278823319295e-06
616266	1.86251769466835e-06
142625	1.86230020101598e-06
157900	1.85577789769396e-06
208155	1.85402666761763e-06
138930	1.85235483002335e-06
613795	1.85071768763218e-06
113620	1.8424459966491e-06
615518	1.84150051748517e-06
155050	1.84127362289917e-06
610758	1.84053775967817e-06
600325	1.83844129093506e-06
218550	1.83389302445717e-06
300534	1.83228683098895e-06
259780	1.82601638229861e-06
600736	1.82093994391106e-06
277720	1.82060260997842e-06
602361	1.81864926912527e-06
601390	1.81681600280669e-06
300881	1.81321247325433e-06
612359	1.81313996385655e-06
611929	1.80626451280028e-06
109120	1.80424412684713e-06
234050	1.80326905260738e-06
258200	1.79995540583345e-06
108120	1.79710176735822e-06
616038	1.78492403537508e-06
615118	1.78209878006648e-06
614196	1.7813181649954e-06
139600	1.78055858805447e-06
166780	1.76500106671564e-06
247640	1.76035440125297e-06
312860	1.7567480126039e-06
611717	1.75639445204218e-06
602484	1.75365972471453e-06
309548	1.75254856426004e-06
300514	1.74490389645955e-06
141750	1.7439114148865e-06
601379	1.74368529120834e-06
612555	1.74247943189882e-06
600376	1.740733794682e-06
614162	1.73840416390441e-06
179830	1.73790101761172e-06
118900	1.73762330030936e-06
162260	1.73674081600099e-06
106190	1.73420672832567e-06
158350	1.72193724952324e-06
612287	1.72020833451723e-06
613704	1.70987715490121e-06
607060	1.6959456962521e-06
235400	1.69584093130494e-06
615158	1.69406950557406e-06
615547	1.69356214280852e-06
221320	1.68935849123749e-06
213700	1.68934782691909e-06
600096	1.68603245205427e-06
609029	1.68106817550781e-06
156600	1.67816094858044e-06
615278	1.67472120038019e-06
614420	1.6658375824134e-06
609197	1.66389135204773e-06
223500	1.6591129490208e-06
309480	1.65903485508322e-06
300354	1.65607737111968e-06
171400	1.64957696727206e-06
610163	1.64801643706106e-06
613224	1.64712232485591e-06
305450	1.64677277849275e-06
139210	1.64646636719128e-06
229500	1.63283255237008e-06
611038	1.62942629010489e-06
615160	1.62652467924107e-06
300209	1.62356086640319e-06
136800	1.61847335561887e-06
614889	1.608899158788e-06
615938	1.60836335461098e-06
277990	1.6068658399213e-06
616033	1.60552634670032e-06
275355	1.60148531092382e-06
600302	1.59942919777079e-06
607398	1.5944921336158e-06
253300	1.59419941366724e-06
615546	1.59377846528182e-06
609583	1.58100554293739e-06
162091	1.57730796556279e-06
119540	1.5717372376918e-06
612591	1.56922104621596e-06
122560	1.56417654378122e-06
222600	1.55984265244591e-06
235700	1.55323677324268e-06
614286	1.55090494442235e-06
613490	1.55004725185006e-06
309520	1.54881210485065e-06
300895	1.54761007034709e-06
101600	1.54692680270095e-06
616165	1.5422115961884e-06
180300	1.53243749006984e-06
107850	1.51136932860764e-06
264010	1.50518598389329e-06
616222	1.50459612629104e-06
615419	1.5019948055681e-06
616051	1.5010125683483e-06
225500	1.49738499173476e-06
253290	1.49687725727585e-06
